location,size,total_sqft,bath,price
Sarjapur  Road,3 BHK,1693,3,125
Thigalarapalya,4 BHK,3122,6,235
Horamavu Agara,2 BHK,1000,2,46
Kogilu,2 BHK,952,2,49
Malleshwaram,3 BHK,2050,4,270
Kengeri,1 BHK,1200,1,14
Mysore Road,3 BHK,1410,2,64
Hebbal Kempapura,2 BHK,1400,2,108
Chikka Tirupathi,4 Bedroom,3056,5,100
Sarjapur  Road,3 BHK,1826,3,125
Hosur Road,3 BHK,1689,3,103
Bisuvanahalli,3 BHK,1075,2,31
Bannerghatta Road,5 BHK,2500,4,1400
Hennur,2 BHK,960,2,48
Channasandra,2 BHK,808,2,40
Kodichikkanahalli,2 BHK,907,2,38.5
Uttarahalli,2 BHK,1300,2,55
Sector 1 HSR Layout,3 BHK,1804,3,150
Naidu Layout,3 BHK,1350,3,81
Whitefield,3 BHK,1836,3,125
Sugama Layout,2 BHK,826,2,36
Hormavu,2 BHK,1200,2,68
1st Block Koramangala,4 BHK,3000,3,300
Indira Nagar,4 Bedroom,2400,4,405
6th Phase JP Nagar,2 BHK,1460,2,80
Hoskote,4 Bedroom,1200,4,140
BTM 2nd Stage,2 BHK,965,2,56
Kothannur,4 Bedroom,2000,4,95
Bhoganhalli,3 BHK,1395,2,70
Sarjapur  Road,3 BHK,1660,3,116
Kada Agrahara,2 BHK,935,2,35
Hongasandra,2 BHK,1180,2,39
Electronic City,2 BHK,1090,2,31.48
Kanakpura Road,2 BHK,1204,2,82
Thigalarapalya,3 BHK,2072,4,153
Haralur Road,2 BHK,1056,2,65
Hebbal,2 BHK,985,2,62
Banashankari Stage V,3 BHK,1315,2,49
KR Puram,2 BHK,734,2,22
Kammanahalli,4 Bedroom,2900,4,200
Yelahanka,3 BHK,2317,4,140
Singasandra,1 Bedroom,600,1,45
Vishwanatha Nagenahalli,4 Bedroom,2200,3,115
Attibele,2 BHK,656,2,25
Attibele,1 BHK,400,1,11.5
Yeshwanthpur,1 BHK,666,1,36.8
Kadubeesanahalli,4 Bedroom,3293,5,425
7th Phase JP Nagar,2 BHK,1174,2,47
Budigere,2 BHK,1153,2,56.7
Jalahalli,4 Bedroom,1000,4,90
Narayanapura,5 BHK,2400,5,85
Marathahalli,2 BHK,957,2,47
Banashankari Stage III,2 BHK,910,2,160
Sarjapur  Road,2 BHK,1060,2,50
Banashankari,2 BHK,1000,2,50
Kanakpura Road,3 BHK,1843,3,88
Kanakpura Road,3 BHK,1150,2,40.25
Chandapura,3 BHK,1230,2,31.37
Kodihalli,4 BHK,3197,5,335
Kanakpura Road,3 BHK,1703,3,130
Kaval Byrasandra,2 BHK,1125,2,41.5
Battarahalli,3 BHK,1516,3,65
Brookefield,2 BHK,1130,2,56
Iblur Village,4 BHK,3596,5,279
Hosa Road,3 BHK,1512,3,103
Thanisandra,3 BHK,1491,3,88
Cox Town,2 BHK,1250,2,95
Banashankari,3 BHK,1650,3,90.75
Raja Rajeshwari Nagar,2 BHK,1140,2,48.7
Behind Don Bosco Church,4 Bedroom,1200,4,110
Thanisandra,3 BHK,1881,3,95
Kanakpura Road,3 BHK,1100,3,56.57
Iblur Village,3 BHK,2666,4,200
Bagalur,2 BHK,1500,2,50
Seshadripuram,2 BHK,1217,2,164
Whitefield,2 BHK,1197,2,50
BHEL Layout,6 Bedroom,2400,4,170
Gollarapalya Hosahalli,3 BHK,1345,3,60
KR Puram,4 Bedroom,1200,4,100
Bannerghatta Road,4 BHK,3230,5,165
Banashankari Stage II,3 BHK,1260,2,95
Sarjapur  Road,4 Bedroom,2750,5,240
9th Phase JP Nagar,2 Bedroom,1200,2,80
Devara Jeevanahalli,3 Bedroom,1650,3,52
1st Block HBR Layout,1 BHK,600,1,45
Uttarahalli,2 BHK,1025,2,35.88
Sarjapur,4 BHK,1925 - 2680,,80.59
Hennur Road,2 BHK,973,2,56
Thanisandra main road,4 BHK,4110,4,590
Rajaji Nagar,3 BHK,2533,3,425
Balagere,2 BHK,1007,2,75
Hosa Road,1 BHK,615 - 985,1,39.99
Sarjapur  Road,3 Bedroom,1830,3,119
Nagavara,2 BHK,1077,2,50
Immadihalli,1 Bedroom,672,1,27
Shanthi Layout,3 Bedroom,1280,3,87
Electronics City Phase 1,2 BHK,865,2,40
Kalena Agrahara,2 BHK,1000,2,33
CV Raman Nagar,2 BHK,1285,2,65
Thanisandra,1 BHK,662,1,29
Whitefield,5 Bedroom,2297,5,269
Sarjapura - Attibele Road,5 Bedroom,3750,6,295
Kalkere,3 BHK,1850,3,95
Harlur,3 BHK,1754,3,132
Hennur Bande,5 Bedroom,1200,4,150
1st Phase JP Nagar,5 Bedroom,2200,7,350
Anugrah Layout,3 BHK,1567,3,100
Hoskote,3 BHK,1695,3,50
Hosahalli Extension,2 Bedroom,360,2,40
Bellandur,2 BHK,1150,2,69.44
Akshaya Nagar,3 BHK,1690,3,85
1st Block Koramangala,3 BHK,2350,3,210
Karuna Nagar,2 BHK,1057,2,65
Hebbal,2 BHK,1320,2,91
Bhoganhalli,4 BHK,2119,4,111
Bandepalya,2 BHK,1125,2,48
Kanakpura Road,3 BHK,2254,3,170
Balagere,1 BHK,645,1,34.18
Rachenahalli,2 BHK,1050,2,52.08
Panathur,2 BHK,1040,2,41.6
Sarjapur  Road,3 BHK,1700,3,194
1st Block Jayanagar,3 BHK,1760,3,115
Bellandur,3 BHK,1138,3,128
Sarjapur  Road,2 BHK,984,2,45.91
Raja Rajeshwari Nagar,2 BHK,1140,2,38.65
Whitefield,3 BHK,3596,3,200
Kalkere,3 BHK,1365,3,54
Bethel Nagar,1 BHK,560,1,19
Vittasandra,2 BHK,1404,2,75
Bellandur,4 BHK,1540,4,45
Electronic City,3 BHK,1050,2,39
Lingarajapuram,4 Bedroom,360,4,37
Rachenahalli,3 BHK,1550,3,72.5
Yelahanka,3 BHK,1653,3,93
Parappana Agrahara,2 BHK,1194,2,47
Narayana Nagar 1st Block,3 BHK,1471,2,75
Kanakpura Road,2 BHK,700,2,35
Kudlu Gate,2 BHK,812,2,38.25
8th Phase JP Nagar,3 BHK,1504,2,83
Mahadevpura,3 BHK,1450,3,75
Kannamangala,2 BHK,957,2,54.5
Attibele,1 BHK,460,1,13
poornaprajna layout,2 Bedroom,900,2,128
7th Phase JP Nagar,2 BHK,1050,2,75
Budigere,3 BHK,1820,3,85
Varthur Road,2 BHK,1033,2,32
Kumaraswami Layout,2 Bedroom,800,1,90
Kadabagere,1 Bedroom,520,2,29
OMBR Layout,2 BHK,1165,2,88.5
Gottigere,2 BHK,1280,2,61
Cambridge Layout,3 BHK,1950,3,230
BTM 4th Stage,1 Bedroom,600,1,58
Kanakpura Road,3 BHK,1550,3,65.1
Nagavarapalya,2 BHK,1392,2,130
Jigani,3 BHK,1221,3,75
AMS Layout,1 BHK,1000,1,19
KR Garden,2 BHK,1300,2,60
Hoskote,2 BHK,1065,2,31.5
Yelahanka New Town,3 BHK,1209,2,65
BTM 1st Stage,1 Bedroom,375,1,40
Dollars Colony,3 Bedroom,7800,3,2000
Sarjapur  Road,3 BHK,1929,4,101
Hennur Road,2 BHK,1255,2,84
Jalahalli,2 BHK,1035,2,31.05
Annapurneshwari Nagar,4 Bedroom,1200,5,270
Banashankari,3 BHK,1650,3,101
Whitefield,3 BHK,1275,2,65
Electronic City,2 BHK,1128,2,65.58
Raja Rajeshwari Nagar,2 BHK,1140,2,38.55
OMBR Layout,4 Bedroom,1200,4,200
Thanisandra,2 BHK,1183,2,58.56
Whitefield,2 BHK,1155,2,39
Kengeri,3 BHK,1245,2,43.57
Akshaya Nagar,2 BHK,1000,2,38
7th Phase JP Nagar,2 BHK,1040,2,75
Ardendale,4 BHK,2062,3,140
Kundalahalli Colony,3 BHK,1477,2,75
Nagadevanahalli,4 Bedroom,1050,3,85
Sarjapur  Road,3 BHK,1525,2,65
Carmelaram,,2000,,120
Kaverappa Layout,2 BHK,1220,2,65
Hebbal,3 BHK,2388,3,195
Electronic City,2 BHK,1355,2,97.6
Whitefield,2 BHK,1141,2,62
Vijayanagar,2 BHK,1046,2,49.06
Bannerghatta Road,1 BHK,630,1,35
Pattandur Agrahara,2 BHK,1247,2,62.35
Marathahalli,4 BHK,3855,4,220
Geddalahalli,2 BHK,850,2,32.5
KR Puram,2 BHK,1120,2,36
HSR Layout,8 Bedroom,800,8,285
Jakkur,3 BHK,1798,3,110
Bisuvanahalli,3 BHK,1180,2,45
Kereguddadahalli,2 BHK,1000,2,34
Whitefield,2 BHK,1216,2,82
Margondanahalli,2 Bedroom,900,2,65
TC Palaya,2 Bedroom,1100,2,65
Badavala Nagar,3 BHK,1842,3,115
Bisuvanahalli,3 BHK,1075,2,43
Whitefield,2 BHK,1495,3,88
Kanakpura Road,3 BHK,1700,3,120
Whitefield,3 BHK,1564,3,103
Reliaable Tranquil Layout,2 BHK,1256,2,65
Kundalahalli,2 BHK,1047,2,89
Bhoganhalli,3 BHK,1458,3,78.45
Hoodi,2 BHK,1063,2,61.17
Sadashiva Nagar,4 BHK,7400,5,1850
Garudachar Palya,2 BHK,1150,2,52.5
Chandapura,1 BHK,450,1,9
Ramamurthy Nagar,2 BHK,1360,2,45
Marathahalli,3 BHK,1605,3,76
Nagarbhavi,3 BHK,1200,4,205
Haralur Road,3 BHK,1810,3,100
LB Shastri Nagar,2 BHK,1250,2,48.5
Poorna Pragna Layout,3 BHK,1475,2,58.99
R.T. Nagar,2 Bedroom,1100,3,125
Dommasandra,2 BHK,850,2,25.4
Electronic City Phase II,2 BHK,1025,2,26.65
Uttarahalli,2 BHK,980,2,45
Basavanagara,3 BHK,1428,2,70
Shanti Nagar,2 BHK,1130,2,74
Kanakpura Road,3 BHK,1592,3,125
JP Nagar,3 BHK,2050,3,82
Bagalur,2 BHK,1407,2,83.87
Cunningham Road,3 BHK,4170,3,800
Whitefield,3 BHK,1585,3,84
Jakkur,3 BHK,1785,3,130
BSM Extension,2 BHK,900,2,45
Somanna Garden,4 Bedroom,1350,4,160
Kanakpura Road,3 BHK,1843,3,96.2
Munivenkatppa Layout,4 BHK,2375,3,260
RPC layout,2 BHK,1200,2,67
Akshaya Nagar,2 BHK,1113,2,52
Uttarahalli,2 BHK,1125,2,47
Whitefield,3 Bedroom,1200,3,56
Anekal,3 BHK,1150,3,45
Yeshwanthpur,2 BHK,770,1,70
Kodichikkanahalli,2 BHK,1181,2,57
Kanakpura Road,3 BHK,1550,3,64.7
1st Phase JP Nagar,2 BHK,1200,2,86
Raja Rajeshwari Nagar,2 BHK,1295,2,55.47
Kenchenahalli,3 Bedroom,480,3,65
Lingadheeranahalli,3 BHK,1506,3,95
"HSR Layout 7th sector, ",3 BHK,1872,3,152
Sarjapur  Road,4 BHK,2900,4,240
Abbigere,3 BHK,1326,2,35
Talaghattapura,2 BHK,1040,2,33.28
Bettadasanapura,5 Bedroom,1200,5,90
Hennur,2 BHK,1020,2,48
Gokula Extension,3 BHK,1400,3,90
Neeladri Nagar,10 BHK,4000,12,160
Weavers Colony,1 Bedroom,812,1,26
Vidyaranyapura,2 BHK,1100,2,54
Kodathi,2 BHK,829,2,22.8
Vijayanagar,5 Bedroom,750,4,95
Sanjay nagar,4 Bedroom,2700,4,350
Kanakpura Road,3 BHK,1500,3,72.99
Ananth Nagar,2 BHK,850,2,25.99
Kaval Byrasandra,2 BHK,1180,2,60
Cunningham Road,4 BHK,5108,5,995
Thigalarapalya,3 BHK,2215,4,150
Channasandra,2 BHK,1010,2,36
Marathahalli,2 BHK,1350,2,60
Talaghattapura,2 BHK,1100,2,50
Kanakpura Road,3 BHK,1450,2,62.93
Raja Rajeshwari Nagar,2 BHK,1133,2,40
Thanisandra,3 BHK,1564,3,100
Doddaballapur,2 Bedroom,640,1,10.5
Thigalarapalya,3 BHK,2072,4,157
Rajaji Nagar,2 Bedroom,432,2,65
Kanakapura,3 BHK,1460,2,51.1
A Narayanapura,1 BHK,600,2,35
Rachenahalli,2 BHK,1050,2,52.07
"Judicial Layout, Kanakapura Road, ",2 BHK,700,2,35
TC Palaya,3 Bedroom,1200,3,66
Yelahanka,1 BHK,654,1,38
Ankappa Layout,2 BHK,1105,2,50
Hebbal Kempapura,3 BHK,1800,3,150
Yelachenahalli,2 Bedroom,1200,2,160
Kogilu,1 BHK,700,1,30.84
Amruthnagar,2 BHK,1000,2,51
HSR Layout,5 Bedroom,3500,5,350
Gattahalli,3 BHK,1240,2,63
Bellandur,2 BHK,1200,2,45
Yelahanka New Town,3 BHK,1400,2,80
HOSUR MAIN ROAD,3 BHK,1393,3,54
Whitefield,2 BHK,1140,2,50
Sahakara Nagar,5 Bedroom,1000,5,130
Gulimangala,3 BHK,1640,3,70
Kithaganur,2 Bedroom,1200,2,62
Rajaji Nagar,2 BHK,720,2,65
Yelenahalli,3 BHK,1650,3,68
Nagavara,4 BHK,2496,4,125
9th Phase JP Nagar,2 BHK,905,2,32
HAL 2nd Stage,3 BHK,1600,3,125
Chikkalasandra,2 BHK,1070,2,45.48
Yemlur,4 Bedroom,8400,5,1675
Koramangala,2 BHK,1200,2,100
Indira Nagar,5 Bedroom,1800,5,350
8th Phase JP Nagar,4 Bedroom,2600,4,115
Old Airport Road,2 BHK,1145,2,75
Addischetan Layout,3 BHK,1495,3,55
Basavanagara,3 Bedroom,1200,2,300
Stage-4 Bommanahalli,3 BHK,1400,3,53
Whitefield,3 BHK,1558,3,90
Balagere,2 BHK,1007,2,53
Ananth Nagar,2 BHK,902,2,25.26
Kallumantapa,2 BHK,1054,2,53
Uttarahalli,3 BHK,1135,2,39.73
Gollarapalya Hosahalli,2 BHK,996,2,49
Vimanapura,2 BHK,1275,2,47
NRI Layout,2 Bedroom,1250,2,75
Hennur,4 BHK,2502,4,170
Sadaramangala,2 BHK,1394,2,52
Haralur Road,2 BHK,1243,2,46
Whitefield,2 BHK,1216,2,75
Konena Agrahara,2 BHK,1075,2,57
Mysore Road,,1200 - 2400,,42.3
Indira Nagar,3 BHK,1500,3,120
Rayasandra,4 BHK,1708,3,76
Whitefield,3 Bedroom,1500,3,250
Jakkur Plantation,3 BHK,1800,4,115
Harlur,2 BHK,1532,2,65
Hosa Road,3 BHK,1726,3,81.99
Hanumanth Nagar,2 BHK,1220,2,54.89
Chikkalasandra,2 BHK,1100,2,50
Electronics City Phase 1,3 BHK,1530,3,40
Hosa Road,2 BHK,840,2,28
Bommanahalli,3 BHK,1250,4,39
CV Raman Nagar,2 BHK,1030,2,35
Raghavendra Layout,3 BHK,1499,3,89
Varsova Layout,3 BHK,1280,2,55
Munnekollal,2 BHK,1170,2,59
Chikka Tirupathi,3 Bedroom,2646,3,99
Thirumenahalli,2 BHK,1161,2,36.69
Yelahanka,2 Bedroom,1633,2,72
Richards Town,2 BHK,1050,2,65
Hennur Road,4 Bedroom,1650,5,309
Varthur Road,1 BHK,540 - 565,1,13.26
Attibele,1 BHK,418,2,11.5
Bhattarahalli,2 BHK,905,2,50
Raja Rajeshwari Nagar,3 BHK,1510,2,55
Chikkalasandra,3 BHK,1390,2,60.47
Kasturi Nagar,2 BHK,1101,2,66
Srirampura,4 BHK,2736,4,130
EPIP Zone,3 BHK,2350,4,163
Raja Rajeshwari Nagar 5th Stage,2 BHK,1056,2,55
Kanakpura Road,3 BHK,1425,2,49.88
Electronics City Phase 1,3 BHK,1450,3,70
Pai Layout,2 BHK,1000,2,34
Haralur Road,1 BHK,575,1,38
Uttarahalli,3 BHK,1350,2,47.24
Kanakpura Road,3 Bedroom,2000,2,180
Raghavendra Layout,3 BHK,1770,3,90
Byadarahalli,3 BHK,3155,3,315
Anandapura,2 Bedroom,616,3,45
JP Nagar,1 BHK,745,1,34.27
Nayandanahalli,7 Bedroom,6500,7,104
HAL 2nd Stage,4 Bedroom,2400,4,650
Kudlu Gate,2 BHK,1547,2,103
Panathur,3 BHK,1713,3,120
Sarjapur,4 Bedroom,3300,4,430
Mahalakshmi Layout,8 Bedroom,1135,4,190
Yeshwanthpur,3 BHK,1856,4,180
RMV Extension,2 BHK,1152,2,57
Dodda Nekkundi,2 BHK,1100,2,46.75
Narayanapura,3 BHK,2357,3,135
Akshaya Nagar,3 BHK,1820,4,95
Kannamangala,3 BHK,1865,3,139
Kanakpura Road,2 BHK,1240,2,65
Padmanabhanagar,3 BHK,1360,3,75
ISRO Layout,4 Bedroom,4200,4,255
Electronics City Phase 1,3 BHK,1450,2,63.51
Budigere,2 BHK,1139,2,72
Begur Road,3 BHK,1565,2,56
Anjanapura,3 Bedroom,1200,3,165
Kurubarahalli,4 Bedroom,600,4,77
Nagappa Reddy Layout,2 BHK,1200,2,39
Yeshwanthpur,3 BHK,1855,3,140
Margondanahalli,2 Bedroom,1100,2,55
Arehalli,3 BHK,1350,2,65
Old Madras Road,3 BHK,2266,3,207
Hosur Road,1 BHK,660,1,23
Kodihalli,2 BHK,1490,2,150
Kambipura,3 BHK,1083,2,48
Hennur Road,2 BHK,1232,2,83
Raja Rajeshwari Nagar,3 BHK,1550,3,86.8
Whitefield,2 BHK,1227,2,70
Sarjapur  Road,2 BHK,1059,2,68
Electronic City Phase II,2 BHK,545,1,29
Mahadevpura,2 BHK,1152,2,54
Kenchenahalli,2 BHK,870,1,45
Panathur,2 BHK,1210,2,78
Thanisandra,1 BHK,663,1,46.1
Hennur Gardens,3 BHK,1464,2,135
Kadubeesanahalli,3 BHK,1365,3,80
Whitefield,3 BHK,1704,3,120
Whitefield,3 BHK,1390 - 1600,,60.55
Whitefield,2 BHK,1256,2,73
Kengeri,2 BHK,883,2,49
Bisuvanahalli,3 BHK,1080,2,45
Marsur,2 BHK,497,1,25
9th Phase JP Nagar,2 BHK,1073,2,52.36
Rajaji Nagar,6 BHK,3000,6,250
Doddabommasandra,2 BHK,1300,2,32
Thanisandra,1 BHK,662,1,45
Kumara Park,2 BHK,1200,2,75
5th Phase JP Nagar,3 BHK,1550,3,75
7th Block Jayanagar,3 BHK,1707,3,171
Banashankari,2 BHK,1310,2,80.43
Sarjapur  Road,3 BHK,1577,3,65
Kodigehaali,3 BHK,1324,3,65
Kothanur,3 BHK,1786,2,106
Harlur,2 BHK,1174,2,75
Kamala Nagar,1 BHK,565,1,33
7th Phase JP Nagar,3 BHK,1400,2,95
Electronic City,1 BHK,635,1,28
Kalyan nagar,6 Bedroom,3000,8,400
8th Phase JP Nagar,3 BHK,1368,2,54.71
Kanakpura Road,3 BHK,1450,3,55
Devanahalli,2 BHK,1045,2,48
Electronic City,2 BHK,1128,2,65.4
Bhoganhalli,2 BHK,1125,2,54
Whitefield,2 BHK,1195,2,62.38
Ramakrishnappa Layout,1 Bedroom,630,2,70
Kaggadasapura,3 Bedroom,1350,2,105
Domlur,3 BHK,1740,3,120
Bommasandra,2 BHK,877,2,29
Whitefield,3 BHK,1770,4,68
Yelahanka New Town,1 BHK,450,1,15
tc.palya,2 Bedroom,1000,2,55
Whitefield,2 BHK,1300,2,78
Doddathoguru,3 BHK,1300,2,42
Abbigere,2 BHK,985,2,40.39
Chikkathoguru,2 BHK,1045,2,42
Chelekare,2 BHK,1250,2,62.4
Bande Nallasandra,3 Bedroom,2400,4,130
Haralur Road,2 BHK,1194,2,46
Kanakpura Road,3 BHK,1420,3,68
Sector 1 HSR Layout,3 BHK,1720,3,83
Rachenahalli,3 BHK,1530,2,74.4
Anandapura,3 Bedroom,1200,2,66
Whitefield,3 BHK,1570,3,88
Sarjapur  Road,3 BHK,1157,2,74
Sarjapur,2 BHK,535,1,20
Kanakapura,2 BHK,1120,2,39.2
Kenchenahalli,2 BHK,1150,2,60
Hebbal Kempapura,5 Bedroom,2400,5,200
Bannerghatta Road,2 BHK,1215,2,68
Bhoganhalli,2 BHK,1444,2,75.97
6th Phase JP Nagar,3 BHK,2003,3,200
Thirumenahalli,2 BHK,1100,2,70
Kodichikkanahalli,2 BHK,900,2,42
Talaghattapura,3 BHK,1372,2,43.9
Chikka Tirupathi,4 Bedroom,4500,5,150
Bisuvanahalli,3 BHK,1180,2,55.5
Electronic City,2 BHK,1096,2,39
Yeshwanthpur,3 BHK,2504,3,138
2nd Phase Judicial Layout,3 BHK,1350,2,47.25
Raghuvanahalli,1 BHK,420,1,23.5
Hennur Road,3 BHK,1832,3,116
Anandapura,6 Bedroom,1380,7,130
Vasanthapura,2 BHK,940,2,40
Whitefield,4 Bedroom,4290,5,625
Electronic City Phase II,2 BHK,1020,2,29.45
Abbigere,6 Bedroom,2500,6,81
Raja Rajeshwari Nagar,2 BHK,1400,2,45
HAL Layout,3 BHK,1675,3,65
Tumkur Road,2 BHK,708,2,32
Channasandra,2 BHK,1123,2,36
Talaghattapura,2 BHK,1100,2,49.49
Upkar Layout,2 BHK,1225,2,71.05
Lingadheeranahalli,3 BHK,1683,3,140
Kengeri Satellite Town,1 BHK,410,1,15
Banashankari Stage II,3 Bedroom,2400,2,300
Kenchenhalli,4 Bedroom,1350,4,90
Gubbalala,2 BHK,1475,2,80
Kengeri Satellite Town,2 BHK,1120,2,49
KR Puram,2 BHK,1150,2,42
Yeshwanthpur,2 BHK,1165,2,85
Harlur,3 BHK,1756,3,134
Ambedkar Nagar,2 BHK,1409,2,95
Mahadevpura,2 BHK,1212,2,56.9
Doddathoguru,2 BHK,1140,2,26.49
Hegde Nagar,3 BHK,2087.01,3,115
Jalahalli East,1 BHK,750 - 800,1,34.1
Sarjapur  Road,3 BHK,1700,3,118
Carmelaram,3 BHK,1660 - 1805,3,91.855
Raja Rajeshwari Nagar,2 BHK,1110,2,52
Electronic City Phase II,2 BHK,1000,2,28.88
Marathahalli,7 Bedroom,1550,7,160
Chikka Tirupathi,4 Bedroom,2704,5,105
Vidya Nagar,2 Bedroom,3760,2,280
Hormavu,5 Bedroom,1600,5,140
Bhoganhalli,2 BHK,1205,2,64.47
Thigalarapalya,2 BHK,1418,2,105
Ardendale,3 BHK,1650,3,82
MS Pallya,7 Bedroom,1200,7,139
Electronic City,2 BHK,1150,2,38
Byadarahalli,3 BHK,3071,4,300
Dasanapura,4 Bedroom,2400,5,100
Singapura Village,2 BHK,850,2,34
Raja Rajeshwari Nagar,3 BHK,1580,3,83.74
Whitefield,2 BHK,1216,2,84.03
Kanakpura Road,1 BHK,381,1,28
KR Puram,9 BHK,4600,9,200
Hebbal,2 BHK,1040,2,55
Choodasandra,4 Bedroom,2429,3,210
Akshaya Vana,3 BHK,1260,2,49
Kanakpura Road,3 BHK,1498,3,74.9
Vidyaranyapura,3 BHK,1200,2,65
Electronic City,2 BHK,1355,2,72.9
Canara Bank Layout,3 BHK,1450,3,65
Yeshwanthpur,3 BHK,1860,3,168
Whitefield,2 BHK,1240,2,70
Kanakpura Road,3 BHK,1300,2,55
Kundalahalli,4 Bedroom,2500,5,245
Ambedkar Nagar,3 BHK,1950,4,120
Ambalipura,3 BHK,1625,2,145
Electronic City,2 BHK,1200,2,30
OMBR Layout,2 BHK,1101,2,66
Whitefield,2 BHK,1216,2,72.5
Uttarahalli,3 BHK,1250,2,50
Samethanahalli,3 Bedroom,2100,3,70
Ananth Nagar,3 BHK,1470,3,54
Bannerghatta Road,3 BHK,1365,3,76.18
Hosa Road,2 BHK,1364,2,64.79
Banashankari Stage VI,2 BHK,1180,2,59.47
7th Phase JP Nagar,3 BHK,1800,3,130
Kothannur,2 BHK,1350,2,42
Thanisandra,3 BHK,1573,3,98
Nallurhalli,3 BHK,1620,3,95
Doddakallasandra,2 BHK,1072,2,42.87
Bagalakunte,1 BHK,560,1,21
Coconut Grove Layout,2 BHK,1156,2,46
Kudlu Gate,2 BHK,1336,2,86
Electronic City,2 BHK,1200,2,20
Marathahalli,4 BHK,3400,4,235
Raja Rajeshwari Nagar,3 BHK,1608,3,54.51
JP Nagar,4 BHK,4000,4,441
Whitefield,2 BHK,1215,2,40
Cox Town,2 BHK,1100,2,166
Green Glen Layout,3 BHK,1517,3,100
Mallasandra,2 BHK,1565,2,69
Palace Guttahalli,6 Bedroom,1680,4,250
Whitefield,3 BHK,2025,4,115
Jalahalli,2 BHK,1057,2,34.71
Sadashiva Nagar,3 BHK,3850,3,650
Sarjapur,2 BHK,1044,2,34
Domlur,3 BHK,1695,3,125
Ramagondanahalli,3 BHK,1635,3,61
Hiremath Layout,2 BHK,1140,2,56
Electronic City,2 BHK,1150,2,35
Yelachenahalli,2 BHK,1110,2,110
Yeshwanthpur,2 BHK,1163,2,64.08
Thubarahalli,3 BHK,1418,2,65
Varthur,2 BHK,1155,2,60
Bannerghatta Road,2 BHK,1115,2,78
Sanjeevini Nagar,3 BHK,2250,3,180
NGR Layout,2 BHK,1020,2,48.45
Naidu Layout,3 BHK,1485,3,78
Whitefield,4 Bedroom,1920,5,250
Shingapura,1 Bedroom,1350,2,45
8th block Koramangala,2 BHK,1209,2,100
8th Phase JP Nagar,2 BHK,1089,2,43.55
Yelahanka,2 BHK,1445,2,82
Uttarahalli,3 BHK,1250,2,50
SHANTHINAGAR,3 BHK,1500,3,95
 Devarachikkanahalli,3 BHK,1705,3,75
Indira Nagar,3 BHK,2200,3,160
Cunningham Road,5 Bedroom,2925,5,936
Laggere,8 Bedroom,1800,8,110
Whitefield,5 Bedroom,7200,5,900
Bellandur,3 BHK,1830,3,90
Electronics City Phase 1,3 BHK,1450,3,58
Choodasandra,3 BHK,1220,3,56
Hoodi,2 BHK,1259,2,69.45
Subramanyapura,3 BHK,1260,2,73
Kaggadasapura,3 Bedroom,2500,5,120
Kudlu Gate,3 BHK,1919,3,121
Vishveshwarya Layout,6 Bedroom,1400,6,160
Hennur Road,3 BHK,2050,3,120
Basavangudi,2 BHK,1050,2,103
Bhuvaneshwari Nagar,2 BHK,1000,2,60
Raja Rajeshwari Nagar,3 BHK,1640,3,86.8
Kumarapalli,3 BHK,1488,2,65
Chikkalasandra,3 BHK,1265,2,53.12
Hennur,3 BHK,1640,3,120
9th Phase JP Nagar,3 BHK,1719.3,2,88
Someshwara Layout,4 Bedroom,1200,4,130
Kaggadasapura,2 BHK,1180,2,70
HBR Layout,3 BHK,1700,3,110
Kudlu Gate,2 BHK,1464,3,56
JP Nagar,6 Bedroom,1800,6,68
Cox Town,4 Bedroom,1495,2,300
Yelahanka,2 BHK,1225,2,62
7th Phase JP Nagar,2 BHK,1050,2,68
Sarjapur  Road,3 BHK,1691,3,120
Doopanahalli,3 BHK,2250,3,199
Munivenkatppa Layout,4 BHK,3700,4,314
Jalahalli,8 Bedroom,1244,6,130
Jay an agar 4 T Block,4 Bedroom,750,4,120
Satyasaibaba Layout,2 BHK,1190,2,42.25
Haralur Road,2 BHK,1243,2,46
Hormavu,2 BHK,765,2,37.49
Chamrajpet,2 BHK,730,1,52
Queens Road,3 BHK,1405,3,169
Old Madras Road,3 BHK,1350,3,45.9
Yelahanka New Town,1 BHK,500,1,18
Amruthahalli,2 BHK,1200,2,55
Electronic City,2 BHK,1165,2,33.64
7th Phase JP Nagar,3 BHK,1400,2,57
Vaishnavi Layout,4 Bedroom,4800,6,420
Hormavu,3 BHK,1668,2,120
Kenchenahalli,1 BHK,700,1,35
5th Phase JP Nagar,3 BHK,1485,2,66
Kanakpura Road,2 BHK,700,2,41
Whitefield,3 BHK,1346,2,100
Bisuvanahalli,3 BHK,1075,2,47
Bellari Road,2 BHK,1050,2,43.5
1st Block Koramangala,3 BHK,1800,3,53
Electronic City,3 BHK,1609,3,115
Electronic City,2 BHK,770,1,35
Kudlu,2 BHK,1076,2,50
Kengeri,2 BHK,1052,2,51
Channasandra,2 BHK,1000,2,35
Bommasandra Industrial Area,2 BHK,1000,2,28.88
Thanisandra,3 BHK,1262,2,83
Koppa,3 Bedroom,720,3,48
Harsha Layout,1 BHK,500,1,16
Sadashiva Nagar,4 BHK,3500,4,700
Shanthala Nagar,3 BHK,1600,3,180
Ramagondanahalli,2 BHK,1251,2,53
